X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,y
84.15505509,94.80124789,35.18710991,34.26036059,56.17377767,2.671093517,79.8799709,3.329893947,6.422867253,101.8242058,81.80090222,79.89764276,49.39181118,76.37763566,24.15024743,49.4996564,86.86474871,81.46324563,43.17580825,64.26870374,62.21691554,36.62849367,51.87203609,67.85121756,67.47484666,86.0398285,33.60112221,18.95071364,19.01018356,22.00826465,79.92728081,86.28775382,88.45358346,50.31087932,97.42151557,97.20262341,82.66683572,22.51448655,40.61767245,60.05168282,49.99205321,47.87265048,96.48562174,4.728045966,40.72990604,104.7500116,88.94752,38.81859069,104.4079162,23.27267148,92.76241316
43.12966513,49.64981193,16.58456407,36.92102474,4.066780466,34.45014381,75.81320486,20.11984359,98.61697503,7.826359116,34.06911369,46.87518897,35.90851389,30.7234661,28.95895909,93.00484422,25.18792506,95.06203178,61.05320009,93.92504042,73.12317973,85.58855813,18.82281082,4.920856236,12.87411305,8.475140781,8.704652684,82.84372755,16.54599719,15.83293341,8.145946259,45.46180777,7.119139112,53.39719006,7.279530373,8.394233965,96.52809298,40.15110487,79.15096444,15.90173638,67.48531568,43.20790158,7.551742322,96.31227346,73.43581875,8.828027209,6.933931623,83.85625323,8.995324696,46.82872829,7.960940478
72.64618322,66.68991544,0.334747601,34.87527689,88.49220988,87.20032081,83.99948208,14.38136792,91.90539769,40.88847311,21.05829935,56.51937451,88.82847428,98.93864233,49.86605959,92.94299264,68.16982806,69.16980331,49.92604421,44.72291463,87.18772151,9.692527284,69.93179242,23.64562554,96.38888028,35.50109972,64.1833843,58.99032417,6.366667803,6.143467431,38.20106767,80.3043819,37.05533582,36.61913192,41.15317002,35.35161297,42.52064275,77.36422196,12.37373918,25.01265246,17.09844847,9.077530354,38.02222458,21.85043271,72.35331794,40.4398435,43.1799585,18.16396776,42.21649217,86.47125922,38.71396279
41.95443797,43.30410939,8.463935251,16.13107331,51.88998862,61.78984621,4.932767642,33.8747428,73.41636305,20.1566062,42.05807343,25.45740942,80.4674936,11.3532868,1.620221557,65.64498616,25.75022399,28.41168942,6.798677146,13.13676175,75.50461353,27.3521092,76.93080327,67.70346307,23.99833223,22.97663619,54.33826051,53.75689187,42.16364387,52.15321193,25.47223058,47.76974663,25.75713902,75.70891904,25.67662634,20.16301012,99.46254969,55.42473365,17.17798829,56.76717367,10.51975964,98.1515565,21.3909896,41.46374569,87.20304915,21.64869915,23.01053786,74.39183942,23.93541396,35.39370978,23.25840879
89.36083915,87.85576939,97.57564052,87.07181963,8.851558226,45.41639839,79.57542734,23.86888762,83.05277603,51.45621441,73.04630373,46.74370687,80.72934714,36.00232271,11.19009852,16.90019846,80.58481042,5.553302355,84.02412934,72.87262422,86.8070011,94.4723537,86.91116043,88.70903156,73.57983645,46.25411743,92.51276138,21.39397305,87.6467312,90.48395392,41.32182612,31.66771042,39.77352467,54.8869862,51.84999535,51.43672095,34.17507955,96.77930516,4.2135678,97.45839143,48.94099641,55.71290187,41.5049618,15.23685004,77.06072251,41.17040576,42.34280694,69.20952227,43.51590299,60.94869573,46.37480539
74.12653789,61.08436512,48.11442699,51.48053411,63.44508782,88.6597055,95.28530934,60.23173851,81.52232203,5.289166817,87.16724531,46.99030104,69.35826568,18.62376521,88.53262928,49.00595653,42.92543691,13.90427311,54.02619697,61.04722531,35.22608853,42.2766461,0.154750654,63.235887,18.01880051,5.549574704,84.73645132,75.90511546,83.19408288,33.80698704,5.9425635,7.75300879,6.379277572,96.98648425,6.126086453,5.518865051,31.01605384,59.9747567,65.1030459,2.085375041,63.89990074,59.84351663,6.814393474,60.8822132,33.01999404,6.05661447,5.770208764,55.50013147,5.808476305,93.76608268,5.945680803
31.61903452,37.63640041,23.80899917,25.55821908,86.66988944,94.46106222,94.60066415,79.33819105,97.84658239,88.25398345,89.80154349,38.7534888,99.88057904,42.83071258,55.66294913,34.6365683,19.18032637,85.60470683,47.53762686,82.45881607,47.96607664,51.44008731,41.92168685,7.012107689,24.52209389,100.8144069,68.92637755,85.20242875,10.67719865,43.06442807,100.2960873,41.73002564,110.176852,35.49753809,110.4519826,99.70965133,20.99104223,14.9253038,97.93215701,61.43348229,12.09237217,24.69204494,90.46538981,28.40491163,45.95525491,109.0852346,95.43732957,45.0435661,109.5484562,21.66610623,96.41211014
17.41927203,70.54105082,57.36622703,95.96385234,12.00989543,53.11646999,18.08643155,71.47044155,74.46779849,19.33400993,97.26370291,50.03446825,88.21324401,71.78063372,94.54133795,3.976487415,52.04335446,37.78841966,91.13971288,84.92753278,3.289598762,40.84791415,33.46336277,24.28300064,14.64781554,15.97001426,36.40178018,9.211192792,7.42729702,35.82769975,17.55005048,94.92013892,15.84161085,18.47142444,17.23503304,18.35382599,42.83391505,57.6885402,14.53502697,94.16004557,94.19008538,39.01624624,15.49602453,33.92825488,7.547593559,16.39231297,15.95736288,67.92736999,19.37390784,64.35794388,16.90603124
50.23322701,31.52824244,94.08746886,92.5763764,19.03187151,62.79132429,72.20466302,60.32748162,29.97641033,41.8767262,10.40886596,45.37712818,75.68934134,18.21898422,59.22969475,81.07032892,57.36220267,30.58195417,66.21231565,64.10735864,23.10696242,25.45593306,87.4993935,92.49026233,99.49396097,37.18486173,95.27182644,28.69101856,18.60373474,24.39038409,42.6122375,76.78484819,46.42646481,54.74507452,46.22959874,45.42922365,85.65018026,87.30940118,20.9285582,16.33834182,69.75768874,84.97692444,41.40882871,31.03169189,37.13705097,43.58915312,42.10177747,36.82244609,38.32485976,75.24162026,42.94952767
78.26070169,89.9540008,4.055684549,6.236039102,24.68433171,64.80764183,86.98913874,80.2218101,30.62090839,92.77933565,64.49747935,25.47449523,68.43041445,56.87644365,86.77299463,33.96079105,90.30647855,39.02406495,72.16760376,44.35477848,25.37320228,33.87204874,24.22700475,52.7485064,39.47316054,90.01969319,8.446995053,32.19376262,77.43536064,19.07863375,75.56934649,67.06772372,91.71879909,50.70132494,73.01985512,73.52346245,69.84836201,60.6711735,92.24931679,74.66697278,47.10546457,22.82574056,74.36147238,47.70090901,45.29686419,70.85541964,74.63390163,13.28460341,78.94991779,43.5985171,81.97191048
10.59957098,93.8035062,49.53272101,20.94870254,75.45414872,81.27073657,50.29242102,66.2092637,83.13338079,77.14120609,66.1766723,22.01628122,81.00741066,33.4391481,61.27686221,29.4104327,39.80661361,45.88489279,15.71787104,11.90893152,55.07294764,1.824512496,30.03856144,75.87284804,74.75568443,68.35246651,94.12701302,70.21307631,44.51379785,75.26141889,73.26701306,85.15613645,73.06998157,45.74046975,86.07456467,77.33317438,42.21692625,34.97208769,39.46149403,43.78543503,62.63201439,24.76253596,82.74808291,2.116376627,39.278409,76.03718979,68.54848821,93.85165425,84.04734764,40.78535899,75.84153684
98.28527272,80.30292694,41.96199172,2.946561598,59.5369804,51.01843341,73.45881802,63.94496125,3.976357752,4.826348625,64.08925902,70.97524481,85.50667576,27.0635973,74.77673681,20.93321078,79.45672385,90.33841463,1.329993713,10.12657525,57.87044868,20.29441944,69.52361355,55.80969651,51.42796866,4.632341846,96.91545882,53.96542815,68.64943313,12.42884398,5.296650887,83.69858437,4.5007562,75.38334318,5.439414818,4.90318107,88.47240044,8.89887067,63.31354752,55.22143638,36.00374113,4.331809934,4.720212306,20.6363223,54.78056124,5.631349378,5.518113713,66.48328647,5.465517508,22.39596359,5.0298149
4.678945453,68.15200543,90.14621091,48.28492231,87.5785351,63.87105503,93.53055558,35.95723321,69.56247776,28.76395943,46.05728046,65.69819883,73.92335644,88.44861265,57.1962242,78.95247224,24.89310787,12.56620849,69.01603055,41.1227355,9.674483608,28.53070551,79.94590139,9.975201706,63.60444156,23.49242803,87.24597008,30.06295562,19.63316584,95.45341625,27.23266246,28.24359867,26.26299039,38.09966007,26.85146257,27.49796403,58.28724937,26.72597354,85.01300574,1.20196878,11.08670426,12.78818261,23.48227535,70.40568199,2.418597904,26.1787445,25.50755527,5.307341577,26.69934422,92.4752844,27.27789786
36.56320774,79.38731201,89.31803352,42.74723942,98.68562534,45.43335459,10.98745526,21.77998188,47.66955392,77.88832984,61.12124519,11.87922186,95.74377357,40.56157984,1.676587062,56.74472987,90.06073959,1.764379884,90.97719814,76.45898098,7.092266786,78.0249702,2.165769157,96.60628226,27.3541427,86.84847667,40.85665976,21.88570057,79.03097721,73.05652332,82.45992003,85.5262764,67.06278304,47.03917992,80.33601536,70.92461839,7.289838861,37.39339719,13.00786254,52.38462323,13.64042491,39.67998754,85.39849166,96.75011267,94.84061962,66.9395244,79.22107873,28.22360259,83.0095313,3.560438217,77.31965019
31.88494311,63.77869227,68.63638277,62.66546247,5.653028097,9.271776793,89.49287322,0.027703634,1.670641499,80.44133403,5.021305801,1.483458839,27.27024842,19.04238053,32.89190028,45.08167715,56.23618884,90.28469271,32.62662033,7.08511034,42.36404691,63.51483308,38.89331038,60.79133493,5.436404073,105.368136,94.63151875,31.44378364,71.72883623,87.06693372,87.59223198,40.90088028,85.36553534,74.08327176,92.77276536,95.2626896,84.18400143,48.44288356,80.6879235,26.22747419,45.35967393,96.20779513,91.32299519,57.15204175,35.27364957,94.86289164,94.61187445,93.08511694,103.8088329,11.39132504,93.89489503
42.07197365,29.68384011,42.12255985,63.46850786,35.51296932,23.80455192,16.08264176,30.03148066,29.89683796,2.02236023,49.88964917,30.00521988,42.35243162,0.39908716,12.02742362,83.73924,17.96037166,26.19966774,5.114887934,79.59544673,29.07110986,80.05513973,93.74317576,16.69347154,38.36940757,2.243607422,1.88291634,62.28942887,31.95420664,7.876261813,1.91361715,90.57400259,1.953803795,17.98910697,1.945996383,1.793036534,51.72244168,18.41917566,96.07214879,85.96005721,22.74105879,29.58579443,2.078074814,19.44463286,62.59348034,1.793918319,1.950908674,23.63674045,1.761058724,60.75130405,2.050873148
20.77437977,23.57442358,73.35880434,61.00595668,50.29402312,58.73751384,62.40533513,61.15340116,71.15125789,17.23824784,71.05360657,70.5894405,59.20893173,68.80314674,77.36838299,30.52489262,55.45619833,16.57878531,51.51974801,99.31938765,99.98316807,30.33666501,47.7040017,88.48848613,32.58185522,16.66271584,24.65353908,69.19823813,63.70919086,38.51724872,16.7408117,42.4246141,15.71965235,28.51103432,15.4802502,17.96585739,22.05432577,91.23029932,53.23828508,64.86408699,26.09035114,18.83299944,17.51521724,64.9709367,79.42918844,16.65286831,17.44499676,95.93164066,15.55820417,35.14387987,15.9636793
25.46373729,62.43735268,20.62495816,36.44455124,24.84064463,4.403041373,63.79444362,54.75114295,4.641239531,49.10720753,92.14166787,88.06743207,51.7184891,79.661295,13.38512625,68.12608484,34.48860026,85.50261001,87.80622974,53.45646229,20.8593593,84.95417696,77.62407204,18.70167691,45.15858204,42.21972267,11.16364272,91.13171969,52.11770444,13.33371731,49.67274148,5.249536736,40.69427397,13.967821,51.58012051,50.05167608,0.557572674,94.14403427,26.73672896,83.32245918,91.92461895,99.63504793,52.19885955,64.09419551,89.19725216,53.13061156,45.96632947,5.904124072,42.43862966,7.374093379,47.1788452
64.57766108,64.81306641,36.61741253,52.54348957,55.69996652,67.58907889,52.31973017,91.32888564,23.78309497,47.45529423,42.71297732,3.176779323,3.7164398,86.49685222,53.32148767,11.08513805,41.55115765,1.29322221,26.29879983,34.85231111,22.63168122,45.93439882,14.52592919,73.86502933,44.64574752,48.35761858,65.24523781,74.47270444,28.09448163,51.96128045,54.29068342,68.11375951,52.9450263,76.05470407,44.39296696,42.47093882,80.01542953,13.62262808,69.81848718,9.607081558,15.06092243,88.29745864,42.7365234,18.3377,78.44631674,54.23909148,46.43128724,19.19813512,45.13285108,18.33139607,48.61524561
66.51332299,16.26524657,68.36030437,82.50355455,98.97686767,92.1966932,32.97641405,1.86237439,67.36091287,65.76348758,13.33421844,11.05766043,26.27617789,60.97035955,22.32597605,61.70580811,7.439882006,49.9696159,64.24646985,90.24755887,91.81944004,60.51045735,79.40462711,73.73797526,35.81635021,64.78943676,25.31959026,15.22324127,21.66001957,13.38847061,62.8415217,75.61991862,76.51326158,43.30364333,76.55587591,70.15466084,57.83926744,14.08845731,63.19779134,56.92279055,91.29500552,88.79220358,63.41295405,94.06449201,72.67986084,75.49616144,71.27317178,67.63456846,59.91001286,15.08463784,67.67601722
0.678284699,65.07403653,1.254253183,57.66277784,97.79879933,81.03389344,16.69343992,19.68789981,48.80752782,52.40116583,4.903212958,34.51722048,94.56638866,62.80153412,4.076486477,27.41053142,37.879321,59.44555709,43.54479872,59.72304253,32.38354588,28.05174917,69.91313922,7.568992837,62.59005349,60.85549839,27.04097929,39.94189438,2.438409743,99.59651351,57.24794436,91.72724604,51.70461691,99.69940442,67.32083115,56.76787807,12.2405441,88.80246899,66.71481966,0.341334939,57.14581034,42.74898553,66.65063757,20.50845977,87.24868903,51.51819121,51.89534518,48.65319948,55.05023335,51.14022216,59.35334102
6.636328762,50.54600174,98.6964908,15.92241935,61.91683912,33.9214456,40.34714829,2.608004631,25.85580191,71.87265124,65.60593324,89.62703072,58.98024843,2.98787728,87.55988432,86.1666492,45.07423576,92.52043325,97.23996562,46.70439207,13.58262438,43.08259313,72.10421383,88.4240987,94.99034735,75.2259716,80.71214508,45.87768947,49.57438365,26.9015824,75.58986505,74.06209379,74.55062989,54.94923925,67.17543515,78.56783855,19.23706827,41.22015799,90.30668656,55.67012727,79.29058296,1.562393666,69.68906828,35.1086278,49.22373081,70.41618838,85.8741157,97.90530277,74.76712,87.55335703,76.00350215
44.55382396,96.93434401,46.93749871,30.03092874,55.42386654,77.22559476,94.4460216,61.88071782,79.87844408,49.57993063,68.86068841,44.64282894,40.1503182,34.93680523,57.32330878,12.37845425,19.90634371,73.49873059,69.14553142,40.02427091,28.66435102,11.64684549,97.53740991,75.4319811,9.677531221,43.41746305,79.43024721,85.53202304,76.88054673,92.07824485,51.55238439,35.35638936,49.59252257,42.01881355,46.53624039,54.27148704,16.82904372,86.7301587,25.03158166,1.386764273,36.19176026,11.83224048,44.2759242,40.72818612,99.80478005,46.5842704,50.48947572,97.86001586,45.61516761,61.63518215,48.15595902
5.635698326,82.22697489,3.241953463,12.28128953,64.86856076,43.5724176,68.67180464,74.91291305,63.37662996,87.69215069,56.64581615,71.27952254,15.08551664,51.39011354,31.22111149,68.24601099,6.595197227,83.85478242,21.94714486,18.70605855,7.514578337,69.44958633,97.287485,43.30773589,57.29641751,85.00094433,26.65802105,67.74085402,34.22198677,88.54300624,80.95492108,12.8262945,69.32575851,73.33328885,68.85592729,67.78783501,4.085370596,57.71132361,68.5403239,77.6865487,13.88737706,65.93624451,86.35568451,11.27302088,72.43895098,88.7090774,74.40184809,26.09885624,82.0190965,96.99013548,77.38990851
8.83139302,91.29412808,8.931573643,76.76297494,68.50371682,3.194653732,5.736215133,44.26661234,71.58345324,69.19953457,85.03188842,70.28908813,5.467569013,33.58929036,84.46414247,56.56083517,91.18991818,62.75852022,31.6694431,93.11330698,28.6388166,62.90071632,47.16154353,31.77365011,77.63815701,76.77975737,99.90970544,1.8584623,31.49737765,5.696593015,78.79630006,32.96432283,82.03644276,27.93812007,80.3762722,65.47563116,33.16310712,6.235629343,26.49359594,83.10849909,9.518061811,92.25188002,78.8553695,97.25513242,37.15610239,77.59378736,64.89474207,39.77751837,62.86859907,31.63081943,71.99912607
16.79577855,42.80649757,21.13140882,44.57749189,36.98445377,78.29210844,29.7419935,97.27776693,12.16748643,23.47711571,72.15800483,97.25554925,37.02109649,60.15519795,58.35522453,9.647044889,96.47358428,70.66476489,42.87574154,84.93518983,87.03853155,86.3109058,76.90562673,94.3709793,35.32200335,21.96805328,32.804652,46.27742595,93.21560285,45.17149164,22.68976508,73.09223458,22.41779786,72.27062718,18.38749898,22.411107,97.12291146,5.865560193,1.24245265,76.82940681,87.96688439,29.40539878,17.92625139,90.69733769,33.56875933,19.50762049,22.72454985,35.96576347,22.74561877,37.74818666,20.79193948
33.30326157,22.45858624,44.55886404,83.96347344,69.75332631,36.3815835,96.67066701,10.42624973,57.64733343,89.15142507,54.96161852,75.79086539,27.702162,45.18487682,60.81574347,1.283211145,37.02069251,53.29564156,81.98823375,93.19187528,46.6688317,79.46563449,98.51907203,90.08444587,89.39295509,88.43838797,97.63149386,36.06014815,14.39545657,61.64453309,77.87400482,62.51589942,97.3069456,79.75330984,97.7743252,82.79140193,3.478893777,62.81709739,58.369156,78.01513164,58.86085937,38.01992107,91.6395157,79.28701222,53.57636299,103.5613782,81.46295845,97.74528714,100.6851939,48.96395388,90.30158082
91.63681143,10.73311751,63.98602286,22.58025922,57.96274224,75.82569208,9.591762838,13.95591642,43.71960708,89.60131085,58.29636499,94.04951411,70.96532534,82.5522582,41.32267677,66.12008959,39.21480053,94.65141061,45.75725046,33.82433867,90.5876074,9.005939076,14.90976529,77.48476947,9.02432506,92.24720418,81.42556516,77.11864756,3.659257386,72.29593259,95.35857048,82.82210911,95.34265161,81.96701431,86.64059139,93.58998649,69.70767525,70.59326242,99.37789082,37.14014837,77.07313611,67.06120833,104.3067944,6.660902011,1.372829359,104.6299211,88.94817816,37.43760304,101.9729943,31.69256395,98.16813343
70.77714212,43.0612772,41.85983979,59.1281163,27.79362046,67.82400417,5.137528852,36.00949163,63.82344509,71.01529362,38.72457922,45.85358012,60.91835264,15.75708557,60.52519938,71.55452103,43.34010363,4.134062422,58.32426031,89.03096674,95.05252342,33.47917425,36.13103782,1.283173915,26.43835491,77.19727934,66.93276234,32.10147368,0.79354539,93.44334463,77.70889853,29.71865763,69.48587352,20.09131273,64.21093986,66.97703979,0.061306264,5.940401112,5.710709631,98.66434603,73.66458753,50.76138752,67.78833985,58.10814593,82.87048999,76.94266817,71.4913742,80.53878609,66.10086597,1.093923533,73.44104347
29.42816911,21.41758946,53.26299174,15.06135885,3.103465936,71.89442508,0.55872947,10.45518985,52.69060107,44.46571274,0.270714564,46.25309205,96.4569344,41.49557697,16.31793275,1.51577713,20.08872768,44.79131026,15.36770277,44.58925226,64.09934403,51.68092914,42.10609004,32.69197496,59.80448434,41.15383717,22.20321791,23.9256921,54.39495516,91.78097348,41.79199225,8.112537488,37.13537445,13.88846973,49.46002967,43.08842662,6.313280319,63.42024822,14.70078726,54.30196754,2.825525659,84.89606518,41.04651634,65.23724243,75.39720016,46.19452562,37.61940817,29.69334705,48.73148742,47.9446742,43.34981141
90.4952392,14.75692787,92.34173703,16.97099782,6.19435769,11.50518553,96.14107709,46.52106508,31.23159544,16.55345206,7.193034561,44.28900543,18.68532964,93.59426084,69.85241219,30.48431855,60.45969999,22.47840958,21.30468001,48.48345597,23.69510564,44.81500159,68.74517589,57.38380668,72.6745375,19.94255868,40.40336623,10.25065291,38.99372544,70.6679415,19.91258829,93.63828423,19.25826532,29.85209066,18.32009758,19.20142473,85.73936208,28.19369121,49.0441784,46.19568833,68.13104546,66.55912613,19.70338144,93.41875142,37.30399958,16.29849837,19.00034664,23.281481,16.51244053,7.459153677,17.35728446
52.58439842,27.63952767,6.778894016,14.30935087,21.08243478,32.93317778,7.421995583,39.7724709,84.63968618,8.231879823,22.33261638,79.07838314,95.5194402,24.72290935,77.02570863,14.16901643,77.83811134,74.97540275,89.46811687,75.09160182,74.68508598,2.141540078,32.50990876,6.603803323,69.47184575,10.26837384,26.37648722,24.62407511,60.61901806,73.39033189,10.85446754,30.9190688,9.279268715,81.0583113,8.837887715,9.081099488,76.58231671,41.58920194,5.574048613,50.84126343,34.53535067,0.507479813,10.7434213,46.53638944,42.960528,10.64278686,9.256149532,21.06953026,10.13935294,35.91067288,9.646487539
3.499289765,83.34710351,19.44175542,46.06519395,77.13941126,79.544416,11.47007085,43.81856013,54.0682462,7.855092207,0.944304769,27.55665956,70.10717457,31.88650142,1.976617239,75.48013399,0.768706063,18.38946701,24.30326128,32.72618158,30.82291,73.90396434,31.82996798,5.716889957,90.41657974,6.22444817,23.73856755,45.14362935,69.41843096,50.88842914,6.70944661,95.71654708,8.270018741,85.24796478,6.311565362,7.948520041,62.78787712,94.61058937,96.87282222,6.903069769,89.54482011,10.16074303,6.678072551,53.16803786,99.51921008,7.991809877,7.479929743,18.66265754,8.072125005,63.31953828,7.269158913
27.63002617,41.30060633,19.63649793,44.86888093,19.52934156,69.91451541,9.272240242,61.80072655,44.02818067,27.96340894,65.57648017,30.41575099,13.32802791,9.857706632,89.61618838,13.02798893,63.95260119,80.14633071,77.08923586,83.33705626,87.40169411,60.6191345,94.1928789,69.49078427,53.22237159,28.10916174,33.22817374,1.77697707,65.94529378,66.6060695,27.37405825,20.31491606,29.19249822,60.06481659,27.57307487,23.02813643,14.04029317,26.40912102,39.18800671,99.76736752,44.98111014,40.56318437,24.43591675,87.24907497,74.84654842,25.15458699,25.64036817,78.10918349,23.69065822,69.14310057,26.5773125
